-1	-0.941176000000000	1	-0.890110000000000	1	1	0.333333000000000	1	-1	0.714286000000000	1	-0.333333000000000	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
-0.333333000000000	0.294118000000000	0	-0.362637000000000	-1	0	-0.333333000000000	-0.333333000000000	-1	-0.892857000000000	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	1
1	-0.764706000000000	1	-0.791209000000000	-1	0.500000000000000	0.333333000000000	0.333333000000000	-1	0.0714286000000000	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1
-1	0.117647000000000	0	-0.153846000000000	-1	0.500000000000000	0.333333000000000	1	-0.333333000000000	-0.0714286000000000	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
-1	-0.411765000000000	0.500000000000000	-0.483516000000000	-1	0	0.333333000000000	1	1	0.214286000000000	1	-0.333333000000000	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1
1	-0.0588235000000000	0	-0.0219780000000000	1	0	0.333333000000000	1	1	-0.428571000000000	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1
1	-0.411765000000000	0	-0.714286000000000	0	1	0.333333000000000	1	-0.333333000000000	0.214286000000000	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
-0.333333000000000	-0.0588235000000000	0	-0.263736000000000	-1	0	0.333333000000000	-0.333333000000000	0.333333000000000	-0.428571000000000	1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1
1	-0.764706000000000	0	-0.681319000000000	0.500000000000000	0.500000000000000	-1	1	-1	0.500000000000000	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1
-0.333333000000000	-0.235294000000000	1	-0.450549000000000	-1	-1	1	-0.333333000000000	0.333333000000000	-0.678571000000000	1	-0.333333000000000	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1
-0.333333000000000	-0.764706000000000	0	-0.879121000000000	-1	-0.500000000000000	-0.333333000000000	-1	0.333333000000000	-0.785714000000000	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	1	1
-1	0.294118000000000	0	-0.549451000000000	-1	-0.500000000000000	-0.333333000000000	1	-0.333333000000000	-0.821429000000000	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1
-0.333333000000000	-0.764706000000000	0	-0.846154000000000	-1	0	-0.333333000000000	-1	0.333333000000000	-0.892857000000000	1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
-1	-0.411765000000000	1	-0.890110000000000	-1	1	0.333333000000000	1	0.333333000000000	0.464286000000000	1	-0.333333000000000	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1
-1	-0.676471000000000	0	-0.868132000000000	-1	0	-0.333333000000000	1	0.333333000000000	-0.678571000000000	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1
-1	-0.411765000000000	0	-0.879121000000000	-0.500000000000000	0	-0.333333000000000	-0.333333000000000	0.333333000000000	-0.535714000000000	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	1
1	-0.411765000000000	1	-0.758242000000000	1	1	0.333333000000000	1	-0.333333000000000	0.214286000000000	1	-0.333333000000000	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
-1	-0.235294000000000	-1	-0.131868000000000	1	-0.500000000000000	0.333333000000000	0.333333000000000	0.333333000000000	-0.785714000000000	-1	0.333333000000000	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
-0.333333000000000	-0.411765000000000	0	0.362637000000000	-1	1	-0.333333000000000	-0.333333000000000	1	-0.107143000000000	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1
1	-0.411765000000000	0	-0.648352000000000	0	1	0.333333000000000	-0.333333000000000	0.333333000000000	-0.571429000000000	1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1	-0.852941000000000	1	-0.791209000000000	-1	0	0.333333000000000	1	0.333333000000000	0.0357143000000000	1	0.333333000000000	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1
-1	-0.941176000000000	0	-0.736264000000000	0	0	0.333333000000000	0.333333000000000	-1	-0.107143000000000	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1
-1	-0.823529000000000	1	-0.780220000000000	-1	-0.500000000000000	0.333333000000000	0.333333000000000	-1	0.0357143000000000	1	-0.333333000000000	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1
-0.333333000000000	-0.764706000000000	1	-0.824176000000000	-0.500000000000000	-0.500000000000000	0.333333000000000	1	-0.333333000000000	-0.107143000000000	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1
1	-0.823529000000000	1	-0.791209000000000	1	0	1	-1	0.333333000000000	-0.750000000000000	1	-0.333333000000000	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
-1	-0.941176000000000	0	-0.868132000000000	-1	0	0.333333000000000	-0.333333000000000	-1	-0.392857000000000	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1
1	-0.941176000000000	-1	-0.978022000000000	-1	1	1	1	0.333333000000000	-0.285714000000000	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1
0.333333000000000	-0.764706000000000	-0.500000000000000	-0.978022000000000	0.500000000000000	0	-0.333333000000000	0.333333000000000	-1	-0.178571000000000	1	-0.333333000000000	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1
-0.333333000000000	-0.911765000000000	0	-0.758242000000000	-1	0	0.333333000000000	-0.333333000000000	-1	-0.464286000000000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1
-1	0.647059000000000	0.500000000000000	-0.274725000000000	-1	1	0.333333000000000	1	1	0.571429000000000	1	-0.333333000000000	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	1
-0.333333000000000	-0.588235000000000	0	-0.813187000000000	0.500000000000000	-0.500000000000000	1	0.333333000000000	-1	-0.392857000000000	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
-1	-0.411765000000000	0	-0.582418000000000	-1	0	0.333333000000000	-0.333333000000000	0.333333000000000	-0.714286000000000	0	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
-0.333333000000000	-0.588235000000000	0	-0.373626000000000	-0.500000000000000	0	0.333333000000000	-0.333333000000000	0.333333000000000	-0.607143000000000	1	-0.333333000000000	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1
1	-0.764706000000000	1	-0.879121000000000	1	1	0.333333000000000	1	1	0.357143000000000	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1
0.333333000000000	-0.764706000000000	0	-0.857143000000000	-1	-0.500000000000000	-0.333333000000000	-1	-0.333333000000000	-0.500000000000000	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1
-0.333333000000000	0.205882000000000	1	-0.505495000000000	-1	-0.500000000000000	0.333333000000000	-0.333333000000000	-0.333333000000000	-0.785714000000000	1	-0.333333000000000	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	1
1	0.294118000000000	1	-0.351648000000000	-1	0	0.333333000000000	0.333333000000000	1	-0.571429000000000	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1
0.333333000000000	-0.588235000000000	0	-0.791209000000000	-1	0	0.333333000000000	-0.333333000000000	-1	-0.357143000000000	0	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1
0.333333000000000	-0.823529000000000	0	-0.890110000000000	-1	0	0.333333000000000	-0.333333000000000	0.333333000000000	-0.357143000000000	1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1
